marital,age,sex,race,hompop,happy,health,satjob,fincome
3,51,2,1,2,2,0,2,10532.5
1,51,1,1,4,3,3,4,0
1,50,1,1,3,3,0,1,12447.5
1,49,2,1,3,2,2,4,8617.5
2,54,2,1,4,2,2,1,34470
1,62,1,1,2,1,1,0,178712.4649
2,78,2,1,1,2,0,2,178712.4649
5,23,1,3,4,2,0,0,14362.5
3,40,1,1,4,2,0,1,42130
5,31,2,3,4,2,3,1,8617.5
5,26,2,3,4,2,1,2,63195
1,48,2,1,4,2,0,1,107240
1,43,2,1,3,2,0,2,63195
4,34,2,1,2,2,2,1,63195
1,50,1,1,4,1,1,1,107240
2,60,2,3,3,3,1,2,42130
5,37,2,1,2,2,2,1,51705
1,65,1,1,4,2,0,2,107240
5,24,1,3,4,2,2,2,21065
5,33,2,1,2,1,1,1,14362.5
5,24,1,1,5,2,2,2,24895
5,31,2,1,7,2,3,3,8617.5
1,0,1,3,3,2,3,2,0
5,22,2,2,3,2,1,1,10532.5
1,57,1,1,2,2,4,1,91920
1,34,1,1,3,2,2,4,34470
1,56,2,1,5,3,4,0,28725
3,37,1,1,2,3,0,1,10532.5
1,48,2,1,6,2,2,1,42130
1,89,2,1,3,2,2,0,0
3,51,1,1,4,2,3,2,76600
1,46,1,1,2,3,3,1,34470
5,36,1,1,1,2,2,2,42130
5,39,2,1,2,3,4,2,14362.5
5,67,1,1,2,2,0,2,76600
1,40,2,2,3,2,1,3,24895
1,30,2,2,5,2,0,1,16277.5
5,23,2,2,3,2,3,2,51705
5,56,2,3,1,2,3,1,51705
0,40,2,2,1,3,2,1,6894
1,61,2,2,2,1,2,1,91920
4,46,2,2,6,2,0,2,28725
5,23,1,1,1,2,0,4,24895
3,47,2,2,1,1,1,1,63195
1,44,2,2,3,1,2,2,28725
1,42,2,3,5,2,2,3,12447.5
1,67,2,1,2,1,0,1,63195
1,53,2,1,3,2,1,2,178712.4649
5,27,2,1,3,2,1,3,24895
1,54,2,1,3,2,2,1,178712.4649
5,65,2,2,1,1,0,0,1532
1,70,1,1,2,2,1,0,51705
1,60,1,3,2,1,1,2,42130
1,60,1,1,2,2,0,0,34470
2,89,2,1,1,2,2,0,18192.5
1,55,1,1,3,2,0,1,42130
3,56,2,1,1,2,2,3,42130
1,54,2,2,6,2,2,4,24895
3,61,1,2,1,3,3,0,8617.5
5,30,2,2,1,1,2,2,0
5,25,1,2,4,2,3,2,51705
1,70,1,1,2,2,1,0,76600
5,54,1,1,1,2,0,2,18192.5
1,56,2,2,5,2,2,2,42130
1,49,1,2,7,2,2,1,51705
5,28,1,2,4,2,0,3,6894
2,76,2,3,2,2,0,0,0
1,66,1,1,2,2,2,4,42130
1,53,1,3,5,3,3,3,51705
1,51,2,2,2,2,2,1,34470
4,35,2,2,4,3,3,0,63195
1,60,1,1,3,1,2,1,76600
1,0,2,2,1,1,0,0,0
5,53,1,2,2,2,0,2,178712.4649
3,52,1,1,1,2,0,1,42130
5,54,1,2,2,2,0,0,28725
1,53,2,2,5,2,2,1,107240
1,36,2,1,5,2,3,1,24895
3,42,2,3,3,3,1,2,76600
1,68,1,1,2,2,0,1,51705
1,47,1,1,2,2,0,1,28725
5,57,1,1,3,3,3,0,24895
2,88,1,1,1,1,3,0,0
3,67,2,1,2,2,1,0,34470
5,61,1,1,1,3,2,4,10532.5
5,24,2,2,5,3,3,1,1532
2,88,2,1,1,2,2,0,6894
1,64,1,1,2,1,3,0,63195
5,29,2,1,3,2,0,2,42130
1,57,2,1,3,2,3,3,10532.5
1,62,1,1,2,2,3,0,51705
1,84,1,1,2,1,2,0,383
3,49,1,1,2,2,1,1,178712.4649
3,37,1,1,1,2,1,1,0
1,51,2,1,4,2,2,1,63195
3,55,2,1,2,2,3,1,14362.5
1,72,1,1,2,2,2,2,63195
1,37,1,3,8,1,2,2,18192.5
1,61,1,1,2,2,3,0,91920
3,60,2,1,1,1,2,1,34470
1,53,1,1,5,2,0,1,42130
1,76,1,1,2,1,2,1,34470
5,42,1,1,3,1,1,1,10532.5
5,27,1,2,1,1,1,1,12447.5
1,46,2,1,4,1,0,0,14362.5
3,47,2,3,2,3,0,0,14362.5
3,40,1,2,4,2,1,2,42130
5,26,1,3,3,2,0,1,28725
5,40,1,2,1,1,0,1,34470
1,59,1,2,2,1,0,0,8617.5
5,40,2,2,1,2,2,2,383
5,28,1,1,1,2,2,2,8617.5
1,71,1,2,2,2,3,2,34470
1,35,2,3,3,2,2,2,178712.4649
3,72,2,1,1,3,3,0,18192.5
3,61,2,1,1,1,2,2,107240
1,66,2,1,2,2,1,1,107240
3,50,2,1,1,3,3,0,10532.5
1,39,2,1,4,2,2,2,91920
1,55,2,1,2,2,2,2,107240
1,64,1,1,2,2,1,0,107240
1,68,2,1,2,2,1,1,51705
1,43,1,3,2,1,0,1,0
1,35,2,1,3,1,0,1,178712.4649
3,51,2,1,1,2,3,2,0
1,40,2,1,3,2,2,2,63195
1,41,1,1,4,1,0,2,16277.5
1,27,2,1,6,2,3,1,21065
1,60,1,1,2,1,2,1,0
1,35,1,1,3,2,2,2,76600
1,33,1,1,3,1,2,1,107240
1,66,2,3,3,3,3,0,6894
2,56,2,1,3,3,3,1,24895
2,80,2,1,1,2,3,0,34470
4,42,2,3,5,2,0,3,5745
1,77,1,1,2,1,3,0,178712.4649
1,58,2,1,2,1,0,2,76600
5,24,2,2,3,1,0,2,6894
5,26,2,2,4,3,1,3,4213
4,27,2,2,4,2,2,4,12447.5
3,35,2,2,1,3,3,2,18192.5
5,31,2,2,1,2,2,0,2681
1,43,1,1,5,2,0,2,178712.4649
1,41,2,1,5,2,0,2,0
1,56,2,1,3,2,0,2,0
5,29,1,1,3,2,0,0,51705
5,28,2,1,1,2,0,1,42130
1,47,2,1,4,2,1,1,91920
2,78,2,1,2,1,2,0,12447.5
1,75,1,1,3,3,1,0,63195
1,66,2,1,2,2,2,1,51705
1,51,1,1,4,0,2,2,76600
3,50,1,1,2,2,0,2,42130
1,50,1,1,3,2,2,2,178712.4649
3,61,2,1,2,3,0,1,8617.5
3,61,2,1,1,2,0,2,42130
5,27,2,1,2,2,3,1,34470
1,58,2,1,2,2,1,2,42130
1,49,2,1,5,1,0,2,178712.4649
5,69,1,1,1,2,2,0,51705
2,75,2,1,6,2,3,0,21065
5,28,2,2,4,2,2,4,0
5,26,2,2,1,1,0,1,12447.5
5,54,1,3,1,1,0,1,0
1,31,2,2,4,1,0,1,51705
3,55,2,2,2,2,0,1,0
1,55,2,1,2,2,2,2,91920
5,33,2,1,3,2,4,2,51705
3,30,1,1,3,2,3,3,383
3,41,2,1,3,2,0,3,4213
1,66,1,1,2,2,2,1,76600
1,42,1,1,4,2,0,1,178712.4649
5,48,2,1,4,1,1,0,0
3,53,1,2,1,3,0,0,383
1,54,2,3,7,2,2,1,51705
1,60,2,1,2,1,2,2,51705
1,82,1,1,4,1,0,0,178712.4649
1,69,1,1,2,1,3,0,51705
5,69,1,1,1,2,2,0,6894
3,72,2,1,1,3,2,0,21065
5,24,2,1,1,2,2,0,10532.5
1,65,1,1,2,2,2,1,91920
4,40,2,1,3,2,3,2,5745
1,57,1,2,2,1,0,1,42130
1,32,2,1,2,2,3,2,51705
1,68,2,1,2,2,0,0,91920
2,79,2,3,1,3,3,0,5745
5,23,2,1,4,2,2,0,383
3,48,2,1,2,1,0,4,42130
5,30,1,1,3,2,4,2,4979
1,40,1,1,4,2,0,1,42130
5,55,2,2,2,3,0,1,0
1,29,1,1,2,2,2,2,8617.5
5,75,1,1,1,1,1,0,34470
1,39,1,1,5,1,2,1,42130
2,74,2,1,1,2,2,0,51705
1,51,2,1,3,1,1,1,107240
1,27,2,1,4,2,0,2,0
1,86,1,1,2,2,0,0,24895
5,55,1,1,1,2,2,2,21065
3,73,2,1,2,2,4,1,63195
1,71,2,1,3,1,1,0,178712.4649
1,54,1,1,5,1,2,1,76600
2,57,2,1,1,2,0,1,28725
1,61,1,1,2,1,2,0,34470
1,50,1,1,4,2,2,3,178712.4649
1,27,1,1,5,2,0,2,42130
2,79,2,1,1,1,1,0,21065
1,66,1,1,2,2,0,2,34470
1,30,1,1,4,1,0,1,34470
1,70,1,1,2,1,1,1,28725
1,51,2,1,3,2,3,2,51705
1,72,1,1,2,2,3,0,51705
2,63,2,1,2,2,2,0,24895
3,38,1,1,4,2,0,1,21065
2,78,2,1,2,2,0,1,76600
1,60,1,1,2,3,1,1,76600
1,48,1,1,3,2,2,3,51705
1,31,2,1,3,2,2,2,63195
1,52,2,1,3,1,2,1,107240
1,45,1,2,5,1,0,2,28725
2,65,1,1,1,2,0,1,91920
3,73,1,1,2,2,0,1,63195
1,65,1,1,2,1,2,1,51705
1,63,2,1,2,2,0,1,51705
1,0,1,3,1,2,1,1,8617.5
1,51,2,1,3,2,0,0,8617.5
1,72,2,1,3,2,2,0,24895
1,60,2,1,2,1,1,0,42130
3,45,2,1,3,3,1,3,51705
1,46,2,1,5,1,2,1,63195
1,55,1,1,2,2,3,1,91920
1,42,2,1,3,1,0,1,91920
1,32,2,1,4,2,2,1,34470
1,62,2,1,2,2,2,1,63195
2,89,2,1,1,1,0,0,16277.5
1,80,2,1,2,2,2,0,0
1,58,2,2,2,2,2,2,42130
5,23,2,2,2,2,2,2,4213
3,45,1,2,4,2,2,0,18192.5
2,76,2,1,1,1,1,0,91920
1,58,1,1,2,3,0,1,63195
3,73,2,2,2,3,4,0,10532.5
4,38,1,1,1,2,0,1,51705
1,74,2,1,2,2,0,0,34470
1,36,2,1,5,1,0,2,0
3,67,1,1,1,3,3,0,51705
1,59,1,1,2,1,0,1,0
3,81,2,1,1,2,2,0,0
1,38,2,1,4,1,1,1,0
5,35,2,1,2,2,3,3,178712.4649
5,28,2,2,2,2,0,0,24895
5,36,2,2,1,2,2,0,3447
1,28,2,1,2,2,3,2,51705
1,49,2,2,3,1,3,2,34470
5,53,2,2,2,1,0,1,28725
5,32,2,3,8,2,1,2,76600
3,44,1,3,3,2,2,2,63195
1,49,1,3,5,2,3,2,178712.4649
5,27,2,2,1,2,2,0,24895
1,52,2,1,4,1,0,1,178712.4649
1,27,1,1,2,1,2,1,76600
5,38,1,1,3,2,0,1,51705
5,47,1,1,1,2,2,2,16277.5
2,52,1,1,3,2,2,1,91920
5,58,1,1,2,3,2,2,6894
5,60,2,2,1,2,1,1,383
5,57,1,1,1,3,4,0,5745
5,54,1,1,1,2,3,2,6894
1,85,1,1,2,1,3,0,0
1,26,1,1,2,1,0,1,10532.5
5,25,2,1,1,2,2,2,28725
3,37,2,2,3,2,0,3,8617.5
1,60,1,1,2,2,2,1,76600
1,51,2,1,5,2,0,2,51705
3,78,1,1,1,2,0,0,28725
1,29,1,1,2,2,3,2,76600
3,55,2,1,2,2,0,1,34470
3,79,2,1,1,0,2,0,1532
3,52,2,1,3,2,0,2,24895
1,48,2,1,2,2,3,1,76600
4,47,1,1,1,2,1,2,51705
1,31,1,1,2,2,0,2,76600
1,77,1,1,2,2,0,0,178712.4649
3,52,1,1,2,2,0,2,63195
3,34,2,1,5,3,3,2,21065
5,69,1,1,1,3,3,3,12447.5
3,52,1,1,1,1,1,1,0
1,47,1,1,2,2,2,2,63195
1,46,1,1,6,2,2,2,24895
1,31,2,1,6,1,2,3,0
1,56,2,1,2,2,1,1,42130
5,55,1,2,3,3,3,1,34470
1,36,1,1,2,3,0,2,63195
1,72,1,1,2,2,2,0,76600
3,38,2,1,7,2,2,2,16277.5
3,68,2,1,1,2,0,2,42130
5,35,2,2,3,1,3,1,18192.5
5,39,1,2,1,2,3,4,2681
5,40,1,1,2,2,0,2,383
1,31,1,1,2,2,2,2,107240
5,65,1,1,1,2,2,0,12447.5
2,70,2,1,1,2,2,1,76600
4,43,2,2,1,3,3,2,51705
5,66,2,1,1,2,1,2,34470
1,41,1,2,4,1,2,1,76600
3,57,1,2,1,2,4,0,42130
1,55,1,1,2,2,2,2,34470
3,49,1,1,1,1,1,1,51705
2,88,2,1,1,2,1,0,21065
3,69,1,1,1,2,3,0,28725
1,53,2,2,4,1,1,1,178712.4649
1,52,1,1,2,2,0,1,91920
3,48,1,1,3,2,1,1,51705
1,56,2,1,2,3,3,2,42130
1,73,2,1,2,2,0,0,76600
5,60,1,1,1,2,2,0,16277.5
1,50,2,1,5,2,0,2,51705
2,81,2,1,1,1,0,0,28725
3,69,2,1,1,2,3,0,21065
5,22,2,1,2,2,0,0,4213
1,57,2,1,1,2,1,1,178712.4649
1,57,1,1,4,2,0,1,0
1,57,1,1,3,3,2,4,12447.5
5,25,2,1,2,1,0,1,8617.5
5,28,2,1,2,1,1,1,178712.4649
1,47,2,1,6,2,1,1,63195
5,25,1,1,1,2,2,2,21065
5,54,1,1,1,2,1,2,21065
3,27,2,1,2,3,0,1,24895
5,63,1,1,1,2,2,2,34470
5,31,2,1,2,1,1,1,107240
1,36,2,1,3,2,3,2,34470
1,82,2,1,3,1,2,0,0
1,33,1,1,3,2,0,2,34470
4,39,2,1,3,2,4,1,42130
1,37,1,1,4,1,0,1,51705
1,50,2,1,2,3,0,4,34470
5,59,2,1,1,2,3,2,42130
1,39,2,1,4,2,1,2,76600
1,44,1,1,3,1,1,1,0
1,54,2,1,4,2,2,2,34470
1,42,2,1,3,2,0,1,0
5,44,1,1,2,2,0,2,51705
4,75,2,2,1,1,0,1,8617.5
5,24,2,2,5,2,0,0,34470
5,29,2,1,2,1,1,1,51705
5,40,2,1,1,3,3,0,8617.5
3,58,1,3,1,1,0,1,51705
1,64,2,1,2,2,1,0,63195
5,35,2,3,3,1,3,1,21065
5,43,1,2,1,2,3,1,34470
1,67,1,1,2,2,1,1,51705
3,52,2,1,3,1,2,2,24895
5,29,2,2,5,2,0,1,34470
5,64,2,1,1,2,2,0,42130
5,55,1,1,1,1,2,0,6894
1,43,2,1,5,2,0,2,51705
1,58,2,1,2,2,3,1,76600
1,64,2,2,2,3,3,0,34470
4,54,2,2,4,1,0,1,3447
2,80,2,1,1,2,2,0,14362.5
1,71,2,1,2,1,2,0,42130
1,65,1,1,2,2,2,0,28725
1,39,1,1,4,1,1,1,42130
3,71,2,1,1,2,0,0,51705
5,25,2,1,1,1,0,1,16277.5
1,35,2,1,4,1,0,1,76600
1,44,1,1,4,1,1,3,51705
5,58,2,1,1,1,0,0,63195
3,78,1,1,1,2,1,0,21065
1,73,2,1,2,2,0,0,91920
1,43,1,1,4,1,0,1,63195
1,55,1,1,4,2,1,1,91920
1,38,2,3,6,3,2,2,42130
3,65,2,1,1,2,2,0,42130
4,29,1,1,4,2,0,1,6894
1,58,1,1,2,2,4,0,16277.5
1,47,2,1,3,3,0,1,24895
5,32,2,1,3,1,2,1,63195
3,56,2,1,1,2,2,4,10532.5
2,70,2,1,1,3,3,0,4979
1,44,1,1,4,2,0,2,34470
5,24,1,1,6,2,3,2,51705
2,84,2,1,3,1,2,0,10532.5
3,42,2,1,4,2,0,1,51705
1,69,1,1,2,2,3,0,28725
5,23,1,1,1,2,2,2,14362.5
1,32,2,1,7,2,1,2,5745
3,61,1,1,1,3,2,0,10532.5
1,68,1,2,8,2,2,0,51705
1,36,2,1,5,1,1,1,24895
1,31,2,1,4,3,2,2,34470
3,50,2,1,1,3,3,0,0
3,71,1,1,2,2,4,0,21065
3,54,2,1,3,3,2,2,34470
1,71,2,1,2,1,0,0,0
1,80,1,1,2,2,2,0,0
3,50,2,1,3,1,1,1,12447.5
1,31,1,1,4,2,0,2,51705
1,29,1,1,3,2,0,1,76600
5,50,2,1,2,2,3,1,51705
1,66,2,1,2,1,0,1,18192.5
1,61,1,1,2,2,0,0,16277.5
3,49,1,1,1,1,2,1,8617.5
2,0,2,1,1,2,3,0,0
2,73,2,1,1,1,1,0,24895
5,27,2,1,2,1,2,1,28725
3,55,2,1,2,2,4,4,18192.5
5,40,1,1,4,2,0,2,34470
1,72,1,1,2,2,3,0,28725
1,64,1,1,2,2,2,0,51705
1,38,2,1,4,1,2,2,107240
1,51,1,1,5,2,2,2,42130
5,52,2,1,1,3,0,3,0
3,85,1,1,1,3,2,4,383
3,46,2,1,2,2,2,2,51705
5,24,2,1,4,1,1,2,178712.4649
5,26,2,1,2,2,1,2,51705
1,45,1,1,5,1,1,1,91920
5,48,1,1,6,2,0,2,178712.4649
3,50,2,1,3,2,0,2,28725
1,55,1,1,3,1,3,1,91920
2,82,2,3,1,1,3,2,5745
3,31,2,1,3,1,2,1,34470
2,78,2,1,1,2,1,1,34470
3,41,2,1,2,2,2,3,24895
1,71,2,1,2,2,1,0,76600
1,50,1,1,3,1,1,1,76600
5,50,1,1,2,2,0,1,178712.4649
3,76,2,1,1,1,1,0,51705
5,25,1,1,2,2,1,2,24895
1,59,2,1,2,1,2,3,107240
1,51,2,1,3,2,2,1,178712.4649
1,44,1,1,4,1,1,1,178712.4649
3,64,2,1,1,2,1,1,28725
5,31,1,1,1,2,2,2,42130
1,32,1,1,3,1,0,1,178712.4649
5,83,1,1,1,2,3,0,24895
5,47,2,2,1,1,4,1,6894
1,23,2,1,5,2,3,4,14362.5
1,56,1,2,5,2,0,2,76600
3,61,1,1,1,3,3,0,21065
3,54,1,1,1,2,0,1,28725
2,81,2,1,1,1,0,0,0
5,26,1,1,3,2,0,2,0
1,89,1,1,2,1,0,0,76600
1,64,1,1,2,1,1,0,42130
1,60,1,1,2,2,2,0,18192.5
1,62,1,1,2,2,2,0,34470
1,54,2,1,3,2,3,2,21065
1,42,2,3,5,1,0,1,34470
1,74,1,1,2,1,0,1,0
1,38,1,1,2,1,3,2,178712.4649
1,43,1,1,2,2,1,1,63195
1,72,1,1,1,2,2,1,0
5,57,2,2,1,1,3,0,14362.5
1,81,1,2,3,1,2,0,63195
5,33,2,1,6,1,0,1,178712.4649
5,66,1,1,2,2,3,4,0
1,43,1,1,1,2,0,0,6894
2,78,2,1,1,2,2,0,24895
3,35,2,1,5,2,0,3,63195
1,32,2,1,4,1,1,2,91920
5,50,2,1,2,2,4,2,178712.4649
1,37,2,1,4,1,0,1,91920
1,30,2,1,3,2,1,1,76600
1,51,2,1,2,3,1,4,51705
1,78,2,1,2,3,2,4,28725
1,42,1,1,4,3,0,2,34470
3,59,2,1,2,2,1,0,21065
5,31,1,1,1,2,2,1,14362.5
1,63,1,1,3,2,0,0,34470
1,43,1,1,4,2,4,0,24895
1,29,2,1,4,2,1,2,0
1,71,2,1,2,2,0,0,76600
1,42,2,3,4,2,0,2,178712.4649
5,56,1,1,1,2,0,0,12447.5
3,48,2,1,4,2,0,2,76600
1,55,2,1,3,1,2,1,51705
5,38,2,1,1,2,0,3,24895
1,80,1,1,2,1,3,1,51705
1,35,2,2,4,2,2,2,51705
2,80,2,1,1,2,2,0,16277.5
1,74,1,1,2,1,1,1,91920
3,71,2,1,1,2,1,1,14362.5
2,80,2,1,2,2,2,1,0
3,60,1,1,2,3,3,1,0
1,40,1,3,4,2,0,2,34470
1,78,2,1,2,1,3,0,16277.5
3,61,2,1,3,2,0,1,21065
5,33,1,1,2,2,0,2,76600
1,63,2,1,2,3,0,3,51705
5,31,1,1,3,2,0,3,42130
2,81,1,2,1,2,0,0,0
3,60,2,1,1,3,4,1,16277.5
5,30,1,1,2,1,2,1,34470
5,43,1,2,1,2,2,2,8617.5
3,56,1,2,1,2,2,2,18192.5
5,49,1,2,1,2,0,1,34470
3,65,2,1,1,2,3,0,4979
1,39,1,1,1,1,0,2,76600
5,48,2,2,1,2,3,4,4213
5,24,2,2,4,3,3,2,6894
1,31,1,2,3,2,0,3,51705
1,46,1,1,2,2,1,2,76600
1,51,1,1,3,3,4,0,51705
1,76,2,1,2,2,0,3,16277.5
1,69,2,1,2,1,0,1,42130
5,0,1,2,1,1,1,2,0
3,61,2,1,1,2,0,2,16277.5
1,79,2,1,2,2,0,0,10532.5
3,41,1,2,2,2,0,2,16277.5
5,54,2,1,1,2,0,1,8617.5
1,77,2,1,2,3,3,2,42130
5,35,1,1,2,2,2,2,24895
1,64,2,1,2,1,1,0,34470
2,74,2,1,1,2,4,0,24895
1,49,2,1,5,2,2,2,76600
1,39,2,3,4,2,1,1,0
1,65,2,1,2,2,2,0,76600
1,59,2,1,2,2,2,1,178712.4649
5,23,1,1,5,1,0,0,178712.4649
1,53,1,1,3,1,3,1,76600
1,63,2,1,2,1,0,1,63195
1,43,1,1,3,1,2,1,76600
3,65,2,1,2,2,0,1,63195
1,78,1,1,2,1,1,0,28725
1,43,2,1,3,2,3,2,63195
1,53,1,1,3,1,2,1,178712.4649
4,34,1,1,4,2,2,0,28725
3,45,1,1,2,2,1,2,28725
3,68,2,1,2,2,0,0,18192.5
1,55,1,1,5,2,2,2,76600
1,56,2,1,2,2,2,2,76600
1,59,2,2,2,3,2,2,0
1,32,2,3,4,2,2,3,12447.5
1,54,1,2,4,2,3,2,42130
4,46,2,2,4,3,2,1,8617.5
5,40,2,2,2,2,1,1,24895
0,27,2,2,1,0,0,0,0
5,64,2,2,1,3,0,0,24895
3,50,2,2,4,2,2,3,18192.5
3,82,2,2,1,3,3,0,51705
5,60,1,2,1,2,0,0,0
1,75,1,1,2,2,0,0,63195
3,59,2,2,1,3,1,1,5745
4,57,2,2,5,3,2,2,3447
5,35,2,2,4,2,3,2,24895
5,24,1,1,3,2,1,2,34470
1,39,2,2,4,3,0,3,34470
1,69,1,1,2,2,0,0,51705
3,41,2,1,1,2,0,2,42130
3,54,2,1,1,2,0,2,51705
2,70,1,2,1,3,4,0,383
1,41,1,2,2,2,3,2,24895
5,29,2,2,1,3,2,4,6894
5,57,2,2,1,2,3,2,14362.5
5,31,2,2,4,2,1,1,5745
3,41,1,2,1,1,1,1,16277.5
5,50,1,2,1,1,2,1,28725
1,51,2,2,2,3,0,1,24895
1,38,2,1,5,1,2,1,0
1,35,1,3,3,2,1,0,12447.5
1,41,2,1,5,2,0,2,107240
5,42,1,1,1,2,0,1,42130
1,68,1,1,3,1,2,1,51705
2,47,1,2,2,2,2,1,76600
5,55,1,1,2,1,2,1,51705
1,44,2,1,6,1,2,1,178712.4649
1,57,1,1,3,1,1,1,76600
1,26,1,1,2,1,2,2,76600
5,39,1,2,3,2,0,3,42130
3,69,2,1,1,2,0,0,4979
5,50,1,1,1,3,0,0,383
1,0,1,2,4,2,0,2,21065
5,34,2,1,1,1,2,1,51705
5,30,2,2,9,3,2,1,8617.5
3,58,2,1,1,2,3,0,24895
1,37,1,1,4,2,3,3,178712.4649
2,84,2,1,1,2,4,0,28725
4,58,2,2,3,2,2,1,0
1,71,2,1,2,1,0,0,18192.5
5,33,2,1,2,3,3,1,51705
1,66,2,2,2,2,0,0,107240
1,80,1,1,2,2,2,0,76600
1,71,1,1,2,2,4,0,107240
1,37,1,1,2,1,1,2,178712.4649
1,37,1,2,6,2,2,2,178712.4649
1,58,1,1,2,1,2,2,178712.4649
1,40,2,1,8,2,1,2,76600
1,68,1,1,2,1,2,0,42130
1,51,1,1,3,2,3,2,63195
1,37,2,1,5,1,2,1,178712.4649
5,42,2,1,1,2,2,2,18192.5
1,73,2,1,3,2,2,0,42130
1,47,1,2,5,2,4,2,51705
3,70,1,1,1,2,2,1,42130
1,44,2,1,3,2,2,1,51705
1,58,2,1,2,2,4,0,76600
1,73,1,2,1,3,3,4,21065
1,36,1,1,2,1,1,1,63195
3,45,2,1,4,2,2,1,24895
2,43,2,1,6,2,2,2,12447.5
2,46,1,1,1,1,1,1,51705
1,37,2,1,5,1,2,1,24895
5,36,2,1,5,2,2,4,21065
4,37,1,1,4,1,3,2,91920
1,39,1,2,5,2,0,1,12447.5
1,41,2,1,4,2,0,2,51705
1,57,1,1,2,3,2,3,51705
3,34,1,1,3,3,0,1,28725
1,54,2,1,3,1,0,1,178712.4649
1,44,1,1,4,1,2,1,42130
4,60,2,1,3,3,3,0,4979
1,24,2,1,4,1,2,2,178712.4649
4,34,1,1,4,1,0,1,51705
5,48,2,1,6,3,4,4,28725
5,25,2,1,6,2,0,2,24895
1,89,1,3,3,3,4,0,10532.5
5,46,2,1,4,1,3,2,383
1,57,2,1,6,1,4,1,3447
5,27,2,1,4,1,0,1,21065
5,47,2,1,1,3,1,1,28725
1,78,1,1,2,1,1,0,63195
1,45,1,1,4,1,2,1,178712.4649
3,58,1,1,3,2,0,0,12447.5
5,28,1,1,2,2,1,3,34470
4,55,1,2,3,2,2,2,0
1,36,1,1,2,2,2,2,28725
2,69,2,1,1,2,2,1,34470
4,34,1,1,2,2,2,2,42130
1,27,2,1,2,2,1,1,63195
1,41,1,1,2,2,0,1,91920
1,30,2,1,4,2,0,1,34470
1,42,1,1,4,2,3,2,63195
5,42,1,2,2,3,2,0,18192.5
1,49,2,3,3,1,3,1,42130
1,58,1,1,2,2,0,2,34470
2,83,2,1,4,2,0,0,10532.5
5,45,1,1,2,2,3,2,28725
5,23,2,1,4,2,2,2,28725
1,63,2,1,2,1,0,0,28725
3,52,1,1,1,3,0,1,12447.5
5,43,1,1,1,2,0,2,24895
5,51,1,1,1,3,1,0,5745
5,30,2,1,5,2,1,2,34470
3,45,2,1,1,2,3,2,8617.5
1,0,2,1,4,1,0,1,0
1,60,1,1,2,2,0,2,178712.4649
1,32,2,1,5,1,1,3,34470
1,69,2,1,2,2,0,0,24895
2,57,2,1,1,2,0,2,51705
1,66,1,1,4,2,3,0,24895
5,22,1,1,3,3,0,3,42130
5,36,1,1,4,2,0,2,51705
1,30,2,1,5,2,0,2,51705
5,37,2,1,5,1,2,1,21065
4,62,2,1,6,2,0,3,24895
5,33,1,1,1,2,0,2,10532.5
3,64,1,1,1,2,0,0,34470
5,23,2,1,2,2,2,2,8617.5
3,84,2,1,1,1,2,0,6894
3,70,2,1,1,3,3,0,6894
3,68,2,1,1,1,2,0,6894
1,38,1,3,7,1,3,2,51705
1,87,1,1,2,3,3,0,42130
5,23,1,3,6,2,2,2,51705
5,57,2,2,3,3,2,1,8617.5
1,59,1,3,4,1,4,0,24895
5,33,2,2,3,3,2,2,2681
1,37,2,3,4,1,0,1,24895
1,30,2,1,5,1,2,2,12447.5
2,63,2,1,1,2,0,2,42130
5,34,1,1,2,1,1,2,76600
5,31,1,1,4,1,2,3,28725
1,28,1,1,2,2,2,2,76600
3,41,2,1,3,1,1,1,91920
1,55,2,1,3,1,2,1,91920
1,61,1,1,3,2,0,0,91920
1,42,1,1,4,2,0,2,34470
5,23,1,1,5,1,1,2,4979
5,26,2,1,2,2,2,1,14362.5
5,29,2,1,1,2,2,2,6894
5,55,1,1,1,2,1,2,42130
1,35,1,1,2,1,2,1,51705
1,27,2,1,7,2,4,0,10532.5
1,50,1,1,2,2,2,2,76600
2,83,2,1,1,3,4,0,28725
1,38,2,1,5,2,0,2,24895
5,58,2,1,1,3,3,2,76600
1,78,1,1,2,2,0,0,24895
5,57,1,1,5,2,0,0,24895
5,27,1,1,3,2,0,2,76600
5,89,2,1,1,1,1,0,42130
2,71,2,1,2,2,1,0,51705
1,41,2,1,3,1,0,1,63195
3,41,1,1,4,2,1,1,76600
1,59,2,1,2,3,3,1,16277.5
1,27,2,1,2,1,1,1,51705
5,52,2,1,1,1,0,1,383
1,52,1,2,2,3,2,2,51705
1,49,2,1,9,2,3,0,178712.4649
1,37,1,1,3,1,1,2,63195
3,47,1,1,2,2,0,1,178712.4649
1,69,2,1,2,2,1,0,76600
3,49,2,1,1,3,3,0,34470
2,73,2,1,1,2,0,0,10532.5
3,38,1,1,1,2,1,1,18192.5
1,44,1,1,2,1,0,2,76600
1,26,1,1,2,2,0,1,42130
5,35,2,1,2,1,1,1,28725
1,54,2,1,3,1,2,1,91920
1,48,1,1,3,2,1,2,91920
1,72,1,3,2,1,2,0,34470
1,37,2,1,5,2,2,4,63195
1,46,2,1,5,2,0,1,178712.4649
3,51,1,1,1,2,1,1,34470
3,32,2,1,1,2,1,2,21065
